genename	F_stat
CST3	-0.306315163965877
ZNF285	-0.30612791907749
PFDN2	-0.305985714089229
HERC4	-0.305971039709598
ZNF594	-0.305028742591288
PIN4	-0.304853503902293
SIRT6	-0.304762015114446
FBXO30-DT	-0.30460834212764
NA	-0.304295354030602
NUP153	-0.303747789544105
CDC42EP1	-0.303298923609749
ZBTB44	-0.302821687507515
TLE1	-0.302662233469575
EXOSC1	-0.302471412270716
ADAMTSL5	-0.302216111207593
CASS4	-0.301953836345287
MGMT	-0.301188901314219
TAF2	-0.301150559528945
NA	-0.301013537233912
SMOX	-0.299204994817528
RMND5B	-0.299097944796081
KIFAP3	-0.299086525826223
LINC00702	-0.298512354575632
EPC1	-0.298487530223106
RPL23	-0.298379333679188
TRPV4	-0.298161456744353
CCT4	-0.297155938811048
PRDM8	-0.296901368126605
SLC35A4	-0.29669971038249
CAPNS1	-0.296548345603381
ELF1	-0.296317206237095
HEXIM2	-0.296063946836727
ZNF707	-0.295583278640987
GTF2B	-0.295047350299157
GTF2A2	-0.294605999954291
SIRT5	-0.293931801377419
AASDH	-0.293376616123043
PANK2	-0.291724645172311
ISG15	-0.291312370875618
ZNF137P	-0.291080422345465
HSPE1	-0.290772360974161
PYM1	-0.290015028084147
TEFM	-0.289845595202161
VMAC	-0.289695295091277
FARS2	-0.289512988510405
ZNF324	-0.287314949765587
LYSMD2	-0.286727934068001
ZNF169	-0.285956667898291
FAAP20	-0.285712481321798
FRY	-0.284837677290294
BORCS8	-0.284735083966021
MYL5	-0.284681220454245
ATP7B	-0.283654360276354
ZBTB8OS	-0.283377869382952
MRPS14	-0.282484771842877
TSSC2	-0.282248718601511
PYURF	-0.282098283942215
MRPL47	-0.282081886215895
POLR2K	-0.281908629109238
ATP2A1	-0.281753464325822
SLX4IP	-0.280273593378472
ZNF543	-0.280193728449956
MED22	-0.279777638715238
SEH1L	-0.279324458215338
NOL3	-0.278625080172341
RAB33B-AS1	-0.278500662760635
ARMCX4	-0.277319170819187
KAT2A	-0.275457377080089
PEX11B	-0.275349436709679
UIMC1	-0.274939773115052
ICMT	-0.274433377000451
H2AC6	-0.273744127279098
DUSP28	-0.273520520340722
CKAP5	-0.273070857328172
TTN-AS1	-0.272782222359691
EMC6	-0.272424990034246
TRAPPC12	-0.271884388546034
RABL2A	-0.271842996226266
HCP5	-0.271254500913485
NAGA	-0.270126607550001
POLR1G	-0.270007570827275
RRBP1	-0.268732118329365
LRRK2	-0.268676437146813
MRM3	-0.268133117585653
VARS1	-0.267946255117734
SYNGR1	-0.267020604226291
CDO1	-0.26677363243621
AGPAT1	-0.265829817707216
APMAP	-0.2655366160478
MLH1	-0.265143953900516
NDUFS3	-0.264485804677047
ZSCAN22	-0.263896195436605
RAB3GAP1	-0.262765555059784
SERPINB1	-0.262430946770345
SEC31A	-0.261979217744298
NFAT5	-0.261536410441513
ZNF121	-0.260840774517373
PDK2	-0.260693702339241
ZNF487	-0.259688909243881
UBE2J2	-0.259459885713651
ORC3	-0.259118004468633
SMIM30	-0.258209145080043
RPL30	-0.257781478500063
ERI1	-0.257753960852691
LENG8-AS1	-0.257319674126364
RPL18	-0.256817154737553
HNRNPU	-0.256578174260202
COTL1	-0.256064629983809
ZCCHC10	-0.255951327453054
C5orf22	-0.255727899253881
CASP4	-0.255669479107706
STUB1	-0.254668399212055
GNA11	-0.254584817301866
UBE2E1	-0.254421051809717
UHMK1	-0.254266975971896
TMX4	-0.251914104190128
STX4	-0.25164534927712
RPS23	-0.251557651562074
FBXO7	-0.251404127990329
LXN	-0.251170633812292
SHANK3	-0.250849149896231
RELL2	-0.25081055865376
NUDT17	-0.250725829556633
SLC38A9	-0.250407224789548
SNAP47	-0.250077600002694
CHD1	-0.249596675717004
RCN1P2	-0.248775473248387
GPAM	-0.248565529297746
STK19	-0.247821660353374
ABHD18	-0.247782512861637
ZNF431	-0.247725395368454
NAPEPLD	-0.247618589357959
RTL8B	-0.247086179154079
LINC00672	-0.247023731807965
CROCCP3	-0.24635382029097
SLC66A2	-0.246154887234546
SNX6	-0.245801032821278
NAA60	-0.245432288083869
MRPL46	-0.245155645150371
MRPL4	-0.244850228783428
GRB2	-0.244540713792051
ZNF823	-0.244419093298498
ANKHD1	-0.243535211189314
ZNF213-AS1	-0.243322594490902
ANKRD36C	-0.242655554875064
PHF5A	-0.242628149670902
MAP3K4	-0.242413821040044
IL1R2	-0.242209683531287
CCDC3	-0.24074318237357
DCTN3	-0.240620305700496
SLC35E4	-0.240309770052395
COQ8B	-0.239868812327044
ZFAND5	-0.239288506663692
ZNF418	-0.239044890595943
CCT8	-0.238775056559845
LRFN5	-0.238727775076154
CNST	-0.238604836864669
AMOTL1	-0.238377394208952
APIP	-0.238323377196671
SELENBP1	-0.238097643129827
COG1	-0.237904038066182
SCNN1D	-0.237702345711731
L3MBTL1	-0.237254055538016
PMS2P4	-0.235934777994306
ZNF277	-0.235900253144822
MZT2A	-0.2357350743038
PHLPP2	-0.235581382376218
MINCR	-0.235274579448947
EPM2AIP1	-0.234717855893846
ABRACL	-0.234536814335415
ATAD2B	-0.234424347639412
MEF2D	-0.234236415350641
PIGN	-0.23409221686577
PAXBP1	-0.233839606496955
CCDC6	-0.23373975860575
HCCS	-0.233380314567077
LRCH3	-0.233315112776809
SEMA4C	-0.233280084118604
TMEM259	-0.232375382575089
FBLIM1	-0.232194693767441
FAM193A	-0.231152133578216
MAPK1	-0.230889669863721
ZNF813	-0.230502919097667
CALM1	-0.230029071131
COMMD8	-0.230004647982548
PEX16	-0.229978516612133
USP10	-0.229104017883596
BUD13	-0.228443629239695
METTL14	-0.228016522673245
SLC25A26	-0.227828639574766
ZNF529-AS1	-0.227237325375555
ALKBH3	-0.22695507718228
MGRN1	-0.226946777096839
TUBGCP2	-0.226211657623913
BRD4	-0.226036243693521
ARPC5L	-0.225560813104319
CFL2	-0.225011051248629
PCCB	-0.224968453670452
NA	-0.224886997885624
PCNX1	-0.224874512083369
CYTH1	-0.224668853139392
PRMT6	-0.224383996629204
MFN1	-0.224013278859539
WARS1	-0.223325190098408
ZNF425	-0.222947163201727
NUTM2B-AS1	-0.222756042023436
GPRC5D-AS1	-0.222173966928147
CACNA1C	-0.221881341674213
ZC3H7B	-0.221615519676753
GSPT2	-0.220906358119341
OSMR-AS1	-0.220379320320262
ALS2	-0.220172310173213
ALKBH6	-0.218687903722685
ALG2	-0.217324499904566
CCDC12	-0.217322906206426
SLC30A4	-0.217129111379977
SIRT1	-0.216712583823746
ATG4A	-0.215681473745437
OSBP	-0.2146981081898
SLC16A1-AS1	-0.214387563187504
NECAP1	-0.214112231789262
SMARCB1	-0.213588400554031
C2orf42	-0.213399135697214
RPS2P5	-0.213318031340141
REV1	-0.213209234896452
SRM	-0.213088349081014
ZFAND1	-0.21281219545511
NGDN	-0.212303435651377
GDI2	-0.212242292177819
LY6E	-0.211956227142356
PDZRN3-AS1	-0.211574438098741
GABBR1	-0.210723464801203
AKR1E2	-0.210506656907913
PLAC9	-0.210160384931528
NA	-0.208832795718909
DPYD	-0.208688856151166
ZNF768	-0.207893126339657
RPL37P2	-0.207645892550143
CEP63	-0.207414983731066
RMDN1	-0.207163753990138
RPLP0	-0.206885798083776
DNAJC14	-0.20592185337353
TLN1	-0.205796414271337
RPL39P3	-0.205462003694881
ZNF354A	-0.205434110207153
RPL27A	-0.205285914483924
SELENON	-0.205034355618994
RPL29P19	-0.204658091676789
MTCO1P12	-0.203680666835503
PYGO1	-0.203428640893276
NA	-0.203011971072416
C1RL-AS1	-0.202818524661893
ELP2	-0.202395622059218
EIF4E	-0.20224362545675
ERBIN	-0.201920734824058
EIF3G	-0.201835980852194
HDHD2	-0.201777937582128
MTFR1	-0.201080522399073
THNSL2	-0.200868702601039
SWT1	-0.20077175311893
NEDD8	-0.200577714660568
TRIM28	-0.20050768141421
UBR4	-0.200043424369883
STAU1	-0.200037129261826
NTAN1	-0.199503003676973
SNHG28	-0.199276143071214
STAG3L5P	-0.199125998533872
C4orf36	-0.198676195013677
EIF3M	-0.19739775275545
SEC16A	-0.197122770908092
EGR3	-0.196900291384327
PRMT2	-0.196805226677106
ZNF251	-0.196683971422667
ADCK5	-0.196418323203792
ATP5F1E	-0.196018508795316
ASB16-AS1	-0.195624859816863
MPHOSPH10	-0.194904467053958
TMEM69	-0.194871865564531
RNF145	-0.194409337622665
PCOLCE	-0.194101395653824
RASAL2	-0.193192463744315
LINC01094	-0.192682855819507
OTULIN	-0.191982016411365
BRMS1L	-0.191792839301349
UBFD1	-0.191759135392916
AP1B1	-0.191703589007051
G3BP1	-0.191679756046338
SMIM14	-0.191136583037825
MTIF3	-0.191020618108507
NEK11	-0.190673112505928
ZNF493	-0.190561225507634
GTPBP4	-0.190507165148399
DDX58	-0.190259816292487
E4F1	-0.189353972380177
CCDC167	-0.189322493981829
GPR137	-0.188553968931547
PPAT	-0.187228647829283
COQ4	-0.187134627419494
RPL7AP6	-0.186034063942727
FKTN	-0.185818845026084
LINC00893	-0.185612107683291
DMD	-0.185461330241716
RPP25L	-0.1853715347874
EEF1A1P6	-0.185261128663749
AP3M1	-0.185232446609659
RNF139-AS1	-0.185142866391566
ZNF30	-0.184595182276382
ACOT1	-0.18352860687555
TCF7L2	-0.183487534420005
NUBPL	-0.182607646234612
IST1	-0.182338358852556
BAZ2B	-0.182257791855257
ARHGAP35	-0.182061417055704
GPATCH1	-0.180953535470452
EEF1A1P11	-0.180510329549261
XRCC5	-0.180011669526285
NDUFB8	-0.179735911352205
ATP5PF	-0.179205040867446
YRDC	-0.178827367236854
RAB11FIP5	-0.178752126451074
PPIAP22	-0.17832332630957
PC	-0.178037334712891
CCNK	-0.177747376209412
UTP3	-0.177740675326041
BVES	-0.1776632516353
NPRL3	-0.177218099888917
ERCC8	-0.17709319530046
PIGH	-0.177022685243026
AKR7A2	-0.176949295896716
CRNKL1	-0.176897073405276
SMIM8	-0.176860009268659
MTMR9	-0.176784010462966
ZNF445	-0.176672311497279
ESD	-0.176581034150492
MIR222HG	-0.176407021278576
UQCC2	-0.176331481618239
ZNF17	-0.176112613450121
PRR34-AS1	-0.17602117747753
PDGFRL	-0.175985458259937
IFI27L2	-0.175623371358724
FLYWCH2	-0.175415029084947
KAT2B	-0.174915830195557
ZNF416	-0.174672245021146
AKR1B10	-0.17439334679421
GZF1	-0.17374526275738
NA	-0.173508920786338
CTU2	-0.17322117197591
ESYT2	-0.173134608758909
ALDH7A1	-0.172369137370312
RGS12	-0.172288239004204
PLBD1	-0.171656665158721
UNC5C	-0.171578115623287
COX5A	-0.171382024249837
PABPN1	-0.171092526720107
LINC00205	-0.170987879994202
APOL6	-0.170001862295281
CHRD	-0.169810636863292
NPM1	-0.169693137815285
DDHD1	-0.169561623253236
LHX9	-0.169174003487136
SFT2D2	-0.168987354193993
GARNL3	-0.168710112013988
MAP1B	-0.16838314263182
NPIPB4	-0.168137352256045
ACADS	-0.167961086797636
WIZ	-0.167939609756994
STAG3L4	-0.167430247262424
CCNB1IP1	-0.166719242443952
RPL7	-0.166463502172724
NSUN5	-0.166414179406028
LRCH1	-0.166358660540048
USP46	-0.165978472156477
PHACTR4	-0.165487843090607
ZNF503	-0.165438696241784
RPL11	-0.165362783935708
RBMX	-0.16426853911117
FBXL8	-0.163621758140622
SF3B1	-0.162383955062528
ARL4D	-0.161771883778662
GLIPR1	-0.161628182663376
WDR48	-0.161551571370003
MRPL49	-0.160827382808222
OSGEP	-0.160825637971502
WASH3P	-0.160495855154259
ATP6V0E2	-0.160137101149205
SYMPK	-0.159996956806449
HEPH	-0.159897991812951
CROCC	-0.159617021311834
ZRANB2	-0.159000563009201
ZNF124	-0.158839366361293
MAD2L2	-0.158811835592575
ZW10	-0.158731837459213
EVI5L	-0.158275271345391
MED11	-0.157753218285275
LSM2	-0.157669386918473
ZNF135	-0.15766339967854
HARS2	-0.15765462711164
RBM26-AS1	-0.15727855985248
NR2C2AP	-0.156611687222426
PAF1	-0.156350403482371
NHP2	-0.15623402898212
ARPIN	-0.155987007101374
DDX11L2	-0.155614598897679
LMF1	-0.155480662518869
NA	-0.155068650739183
CBR3-AS1	-0.15501792721551
CAMSAP1	-0.154911633494098
ZNRD2	-0.154773979879695
ERLIN1	-0.154580881379138
TOGARAM1	-0.154550193228313
RPL19	-0.154025172754221
ZFYVE28	-0.153352933040432
NDUFA11	-0.153042614612754
ZNF280C	-0.152596152529586
SBNO2	-0.152340953941431
TCEAL1	-0.151915606385035
LINC00649	-0.151509492725004
VPS51	-0.150480400130913
CHMP1A	-0.150224763019486
CTSH	-0.150223454185111
AEBP2	-0.149760810050349
TMEM14A	-0.149635179841311
ARF5	-0.149382482372211
MRPS18C	-0.148900198719339
ELOVL4	-0.148812037329912
CLK1	-0.148090431463049
MRPL23	-0.147959640278958
HAUS7	-0.147730474461434
RTL10	-0.146351648075373
SELENOI	-0.146183404326353
KMT5B	-0.144945245379068
NA	-0.144336728342818
ZNF12	-0.144333020773416
SALL1	-0.143906543679702
SBF1	-0.143702569725407
VSIR	-0.143562594888164
HYPK	-0.143507780551774
PANX2	-0.143265007483485
APRT	-0.142585844805247
GON7	-0.14151818676821
CAPZA2	-0.141295071056575
FAM122B	-0.141091498631198
CDC123	-0.141003753356967
CWF19L1	-0.140542933853699
SLC25A15	-0.140433095804543
PSMC4	-0.140115027729277
MAP3K7	-0.13986525535875
NA	-0.139729405877775
NBEAP2	-0.139578803155259
NA	-0.139546409086171
EML2	-0.139476394329781
KDM5D	-0.139408011053025
NA	-0.139124956210927
PAXX	-0.13905299880964
RPS3A	-0.138818165682893
TRMT6	-0.138476876459697
LENG1	-0.138352950381677
ITFG1	-0.138252793900315
GAS2L1	-0.138247993121921
UBXN4	-0.138213692198122
IFT140	-0.138117881447001
MAP2K4	-0.137483793002443
SSBP1	-0.137340542560758
TCF12	-0.137079487808042
NA	-0.136937031804038
STAG3L3	-0.136079288064102
SNX13	-0.135942447895365
ANAPC4	-0.135660418967368
ZBED1	-0.135210816735173
ZCRB1	-0.13472466176935
TDRP	-0.134628005500767
PDCD6	-0.134075619420358
ZNF283	-0.133783450953175
CA11	-0.133072302921209
LAP3	-0.132848109939665
CKMT2-AS1	-0.132818513619223
PCDH12	-0.132400120468526
TMEM92-AS1	-0.132256605433971
FAM3A	-0.132118905557001
MTRNR2L2	-0.132022739478542
CABLES2	-0.131873574774569
HELZ2	-0.131866898993495
ISY1	-0.131770151323829
MED27	-0.130873948223319
SAAL1	-0.130707815393216
LAMB2	-0.12995515144235
TRAF3IP2-AS1	-0.1299092595174
ALKBH2	-0.129655421666607
DUS2	-0.129591227997321
ZNF34	-0.129303802721713
DELE1	-0.129282027283072
LINC01355	-0.129137347314515
CDC42BPB	-0.129083706836139
RPL13	-0.128472840248131
RTP4	-0.128245469560819
ATF5	-0.126473354063939
ARMCX5	-0.126311412921433
LINC02604	-0.126118153090611
ZNF185	-0.125800606499675
CYP27A1	-0.125559567969276
STXBP4	-0.125159960681846
PCDHGB4	-0.124881574283665
UBXN6	-0.124803157926972
PPP3CB-AS1	-0.12450917064085
SLMAP	-0.124466673661229
JMJD4	-0.124213542401314
USP27X-AS1	-0.12413192350863
RPL10A	-0.124035898890145
EYA4	-0.122810085234402
NUP160	-0.122332955492393
AGBL5	-0.122285061738227
ISG20L2	-0.122093099328607
PCBP1	-0.121994960620689
VPS4B	-0.120759283804943
DNAJC19	-0.120290472936063
PET100	-0.120013738909753
CDYL	-0.119874831754781
MDH1	-0.119792581062262
NA	-0.119429935452703
PTGR2	-0.11911818399285
WAPL	-0.118988654625131
TMEM126A	-0.118840501955957
ZNF181	-0.118407560011888
RPS24	-0.118111899039003
FAM114A2	-0.117918319140446
ALG11	-0.117813170813948
IGFBP2	-0.117682536849588
MALAT1	-0.117498653522133
HACD1	-0.117297791262993
ZNF83	-0.117291869422265
ZFP3	-0.117020099549037
BCL9	-0.116912527389686
PIAS1	-0.116717900750258
PEX19	-0.116517220735801
SRI	-0.116166745481353
ATP5ME	-0.115459630986791
DENND6B	-0.11543811661399
PPIE	-0.115434786162751
RNF141	-0.115277230881844
KANTR	-0.115048178668482
C12orf73	-0.114757759872489
UTP11	-0.114648749401466
ZNF544	-0.114454686514708
ZNF850	-0.114287028647646
LAMP2	-0.114264993099343
IPO11	-0.114056409656987
PMS2P5	-0.113361954147603
ZBTB11	-0.113287568277725
GEMIN6	-0.113282204203463
NIFK	-0.113122069282611
CDC42BPA	-0.112659588663762
PRPF31	-0.112438404391993
QARS1	-0.112369193301492
TRIM22	-0.112063751369058
TFAM	-0.111649757731866
MIDEAS	-0.111521045888858
RAB40B	-0.111195238327503
HNRNPUL2	-0.111143868252863
PTMS	-0.110754489306514
GAN	-0.110529664714982
SMPD4	-0.110375244299396
SUMF2	-0.109761687078194
LRRC8E	-0.109335228813565
METTL25	-0.108438063015496
CNPY3	-0.108431038033038
ZSCAN20	-0.107998871912396
NAGK	-0.10769635889234
MSMO1	-0.107679331449656
COX16	-0.107642140322676
TMEM203	-0.107397070682294
ESS2	-0.107191471383451
GAS2L3	-0.106579275173243
THOC2	-0.105551354021256
CHIC1	-0.105038274572222
ZNF766	-0.103733464806078
PDCD2L	-0.103173219836491
PWWP2A	-0.103072264041
WASHC1	-0.102846283346968
ARPC1B	-0.102021625206633
RHOBTB1	-0.101768916120203
MSH6	-0.101740646084322
TDRD1	-0.10146462297105
TNK2	-0.101349301421539
ANGEL1	-0.100873031727659
C19orf53	-0.100807733386501
CSGALNACT1	-0.100688116944833
ZNF562	-0.100402221311586
OXNAD1	-0.100379505306843
CXXC5	-0.10026611117736
OXLD1	-0.0998274490694667
SMIM20	-0.0994883374041419
TCF4	-0.0993731295675329
ATG4B	-0.0988916111733501
APBB1	-0.0987036582992888
UXT	-0.0986506599723457
LAMTOR3	-0.0984751935071822
NUP42	-0.0982295785354573
STX5	-0.098112369476559
VEPH1	-0.0976725649337216
RAB27A	-0.0970086759598623
FXR1	-0.0965243082956621
MED19	-0.096421800007862
SMPD2	-0.0958513052115661
RPL7A	-0.0956216544596484
FAM200A	-0.0955387805729508
RAB21	-0.0954621589044021
NME5	-0.0951473201344655
ANTKMT	-0.0948391675682454
RPS27AP16	-0.0947045812623687
CDC16	-0.0946014872891934
TMEM183A	-0.0944688340188413
DSTN	-0.0940199159993693
UBQLN1	-0.0935994799874854
ABRAXAS2	-0.0934761616061028
NUDT8	-0.0933991691314779
SERAC1	-0.0933243632795098
ZNF692	-0.0932453884592556
VKORC1L1	-0.0930196541044975
EHD1	-0.0926623043205009
NIPBL	-0.0924731855014444
WDPCP	-0.0924127280922313
PPTC7	-0.092050564248514
GPD2	-0.0912018184433992
ATP5PD	-0.0906252820659498
PHLDA2	-0.0898530670977255
GTF2E2	-0.089516759960305
MLEC	-0.0893643737353845
PPM1F-AS1	-0.0892665576062388
PAIP1	-0.0889820590590035
NUDT6	-0.0889407053881116
ZNF559	-0.0882735843002369
CSTF3	-0.0882108099192161
RPGR	-0.0881387875882278
CDK18	-0.0880627084120895
PHB	-0.088018179604571
EIF4BP3	-0.0879849920508749
AMT	-0.0878795799048657
ATP5MC2	-0.0877850230446256
TIMM13	-0.0874802485795548
ZNF76	-0.0874788032419213
SART3	-0.0873499233119591
C11orf1	-0.0869865467740142
PIGL	-0.0869483721260142
PRDX1	-0.0866710445396898
EHMT2	-0.0866328090892796
HEXB	-0.0861272265561039
NFYC	-0.0861059063246355
DMWD	-0.0856678739450797
RUFY3	-0.0856564543023328
PEMT	-0.0855684403933383
TIGD2	-0.0851162807103211
CFDP1	-0.08483144617699
CARF	-0.084641053145792
ZNF513	-0.0846226115851267
CAMLG	-0.0840793472777953
ZBTB11-AS1	-0.0833536904366286
CALD1	-0.0830411514311168
RNF31	-0.0829631403115764
GRK3	-0.0817349336609009
PFDN4	-0.0817199847394708
COMMD2	-0.0813569370400853
NELFA	-0.0810749029190254
CCAR1	-0.0809074664649382
NDUFA1	-0.0805878473434204
CTDNEP1	-0.0801722489848939
DNAJC15	-0.0799385043794216
COPS7B	-0.079383665838075
NAAA	-0.0791450109276482
RNF185	-0.0791087706789343
TTC32	-0.0781196455661148
ZNF880	-0.0779298766827987
APC	-0.0776955901238785
MTARC2	-0.0776891933190685
JAM3	-0.0775428589158405
TDP2	-0.0772191795394175
DDX19B	-0.0769962169745164
NR1H2	-0.0768137564111513
NHLRC2	-0.0765532746538118
INTS9	-0.0763319363068299
AGO2	-0.0762685020367433
CSNK2A2	-0.0759358532589101
EDC3	-0.0758852854121236
ZNF43	-0.0757874572154054
HERC2P3	-0.0755916766822009
ZDHHC16	-0.0742501893856507
RGS11	-0.0742039690433789
SV2A	-0.0741683068982685
NA	-0.073390430633227
IL16	-0.0731375294439327
RPL28	-0.0728634519001159
MT-RNR1	-0.0726703047296201
GSDMD	-0.0721923455129293
ZNF611	-0.0721218070179281
IDNK	-0.0719982191583863
IQGAP1	-0.0718070506837366
DENND5B	-0.0717405218160966
WBP4	-0.0716849919900443
OAZ2	-0.0715716021209271
EEF2	-0.0714374090982384
ZFP14	-0.0714121956645172
RANBP17	-0.0711680076314755
GPKOW	-0.0711654569987789
RCOR3	-0.0706638793333124
PPM1M	-0.0705474438469603
MT-CO3	-0.0703152499637573
UBQLN4	-0.0702405767982027
GJD3	-0.069792759513764
TAF4B	-0.0696249129842308
ZNF846	-0.0695078940234747
METTL2A	-0.068905822272049
RAVER2	-0.0684963501753727
GATA2-AS1	-0.0682676756500199
HNRNPD	-0.0678616417089252
C11orf68	-0.0674269947562874
COMT	-0.0672454979399593
LANCL1	-0.0672349887062753
TCTN1	-0.0671039299061997
SUFU	-0.066940200471757
STK11	-0.0665781612714421
CUEDC2	-0.0661732340362637
DCLK2	-0.0656294971843809
GOLGA6L5P	-0.0656146283032771
MAP2K7	-0.0648830532794446
NKAP	-0.0641866392869298
IL18BP	-0.0641633556549133
ZNF667-AS1	-0.0640875316668233
RPL7L1	-0.0638596978254654
ANKRD27	-0.063585449955948
YDJC	-0.0633480535373033
CLCF1	-0.0632610206396747
RPL22	-0.0632509778999281
ZNF235	-0.0631047569244019
LNPEP	-0.0628857235050668
TMEM129	-0.0627808975352388
IMMP2L	-0.0613156031460952
CDR2	-0.0611766165132438
RPL3	-0.0607939828181253
ANXA1	-0.0606234744853454
SDF2	-0.0602103250746451
CIPC	-0.0593695016812896
BAIAP2-DT	-0.0593668584572677
ZNF671	-0.0592861061329528
DDX1	-0.0590642085620556
RBM42	-0.0590231687654178
INTS2	-0.0576413175895936
ZNF146	-0.0570200365802016
EWSR1	-0.0568873951268251
HTATIP2	-0.0564107461158656
UQCRB	-0.056303005825239
NA	-0.0561997951397172
MICU2	-0.0559189705142836
CCNT2	-0.0557735593073756
OSBPL5	-0.0556081158691581
B2M	-0.0555247867220955
YPEL4	-0.0552406793565768
C7orf50	-0.0545862121826127
COX17	-0.0544041013240603
CCT6P3	-0.0540383576127615
SDHAF4	-0.0535269845255958
TNFRSF25	-0.0534103972335585
CLTB	-0.053308157536597
ZSCAN32	-0.0529552753980466
CLK2	-0.0529019368277616
MYSM1	-0.0529015141947529
AVEN	-0.0526219649056348
GNAQ	-0.0526204026585179
C1D	-0.0524698392424239
NR4A2	-0.0523852304274102
ZSCAN5A	-0.0518531520888585
CCT6B	-0.0517328387716845
SCAF1	-0.0516483684490651
EIF4BP7	-0.0516206739792413
USP30	-0.0515402536572231
CTPS2	-0.0514601707052712
SLC35E2B	-0.0513629616501642
RNF20	-0.0511438514148715
FAM204A	-0.0507730564463186
PSMG3	-0.0504411380204872
ZFAND3	-0.0499589549506075
NA	-0.0493371272082172
HSDL2	-0.0487525876136352
RNGTT	-0.0485379459665101
ANO8	-0.048149317842272
PXMP4	-0.0480601205789159
CCDC130	-0.0477816630417524
MRPL38	-0.0473851551542409
L2HGDH	-0.047018347977304
WNT2B	-0.0468347455545806
TTLL5	-0.0467666821367987
COL18A1	-0.046707701814286
MAPRE1	-0.0466076454861966
ERCC6L2	-0.0458661175090403
EME2	-0.0455776612480335
SLC25A12	-0.0455601350102463
ZFP36L1	-0.0453742935369014
UBE2R2	-0.0447958556471688
XPNPEP2	-0.0447795167904578
MPND	-0.0444769990640726
EMC2	-0.0443465749998539
AVIL	-0.0441983770117494
ZNF214	-0.043595084336503
PROSER1	-0.0434784190550174
LARP4B	-0.0433357078541385
FOXK1	-0.0433107621439836
ZNF571	-0.0432127198142896
TNKS2	-0.0430768593581502
RPL23AP42	-0.0430388084789353
NDUFA8	-0.0429852762924895
RTL8A	-0.0425335316154513
LTBP4	-0.0424988511924097
NTPCR	-0.0424644322935316
AP5M1	-0.0422121262199594
GAPVD1	-0.0422005662311887
PSD3	-0.0419747661794697
RPL23AP53	-0.0419563401633436
KCTD18	-0.0417521381462986
H1-10-AS1	-0.0417245894735036
HMGN2	-0.0416740139063402
CTC1	-0.0416212929975485
FAM13A-AS1	-0.0414610749166856
CYB561D2	-0.0411270596304252
POLR2E	-0.0408638628295847
NDEL1	-0.0404070367403526
RAD23A	-0.0403539733764057
NAA10	-0.0400956297862436
PYROXD1	-0.0392736274036552
TMEM154	-0.0392256203052091
SAV1	-0.0391115867539496
FTO	-0.0386210924768442
CCR10	-0.0385831991695779
TACO1	-0.0382482186264876
RPL9	-0.0382173562664548
PRKAR2A-AS1	-0.0379813171722087
CCDC74B	-0.0378701790111494
TCEA1P2	-0.0377061648201303
KIAA0753	-0.0374740286549291
CRYL1	-0.0374250093623945
AFDN	-0.0367348936353497
C20orf96	-0.0364273792372543
CTBP1	-0.036355513885399
MBNL3	-0.0361124910153883
PSMC1	-0.0360777157713792
RACK1	-0.0359129420275719
C19orf44	-0.035760248186201
ARHGAP12	-0.0353945589986599
ATRN	-0.0350005778402118
RPL10AP6	-0.0347097307303397
KCNMB3	-0.0338479734581843
PLPP7	-0.0335105552211468
SPIN3	-0.0335053236322916
NA	-0.0334247482653833
RPS10	-0.0331652808041945
RALGPS2	-0.0331362174434282
GALNS	-0.0330163141572268
NA	-0.0324239806088691
STRAP	-0.0311261089258383
TRMT2A	-0.0303813054437852
CFAP298	-0.0294807594505862
CTSZ	-0.0294659626355915
RMDN2	-0.0292130424621307
ATP5F1A	-0.0291090563802597
ELP6	-0.0290609492475391
TBCB	-0.0288374810971737
RPL10P3	-0.0283989151921793
RPS12	-0.0277943964422327
PIGQ	-0.0272975423580928
BOD1L1	-0.0272708940485883
UVSSA	-0.0268389886792794
UEVLD	-0.0267535085965872
FANK1	-0.0267251639530491
NUCB1	-0.0264597973449961
DNAJC21	-0.0259320754183793
PPP1R3D	-0.0258652978960135
MT-ND2	-0.0257718994322055
EEF1A1P5	-0.0255408584941851
UTP14C	-0.0246656542190525
POLB	-0.0244675906564149
KDM6A	-0.0238332965069415
SNRPD2	-0.0238203991208429
FBXO36	-0.0230409437764461
ACVR2B	-0.0227434180993926
ZNF264	-0.0219775611445676
PSMD11	-0.0215944495290466
SEMA6C	-0.0201881053301755
PI4KAP2	-0.0199697484333351
ALG6	-0.019797553194108
RPL10	-0.0195817798078522
CPEB4	-0.0194434493218658
PTN	-0.0187561986081698
TMEM254	-0.0186563555292974
MKS1	-0.0186536911060394
PRR14L	-0.0186505825151349
ZNF197	-0.0180643106336321
SLC38A10	-0.0178559810106124
CLK4	-0.0172139604301762
ZDHHC13	-0.0168407573096278
ZSCAN12	-0.0165559744340405
TRMT61B	-0.0163203163583171
NFYC-AS1	-0.0163082369323234
MICAL3	-0.0162996029741779
GNPAT	-0.0161713265175973
MPZ	-0.0160300505722489
LINC00920	-0.0156629499970877
DHX33	-0.0153403775518938
VPS37B	-0.0149272431381136
MORN2	-0.0148957535483164
FAIM	-0.0148573215766598
PACSIN2	-0.0141727512308255
TIMM29	-0.0132789146653068
ZNF77	-0.0131728721760851
